article;author;ressort;release_date;comments;recensions;length
780;49;3;19970321;1564;449;4774
781;231;3;19970321;1012;835;2753
782;44;3;19970321;457;997;9811
783;19;3;19970321;839;485;10897
784;48;3;19970321;448;1766;6146
785;78;5;19970321;627;737;5429
786;5;5;19970321;424;1667;3599
787;15;5;19970321;343;326;2512
788;232;5;19970321;1495;1938;8147
789;127;5;19970321;1001;828;4485
790;233;5;19970321;203;361;4834
791;234;5;19970321;381;1004;5850
792;15;5;19970321;774;588;1760
793;173;5;19970321;756;1227;3512
794;98;5;19970321;1497;1512;4061
795;15;5;19970321;949;1819;510
796;15;5;19970321;279;17;778
797;15;5;19970321;997;454;730
798;15;5;19970321;357;1297;897
799;39;5;19970321;1109;220;3015
800;15;4;19970321;1665;1540;1411
801;15;4;19970321;0;1705;1796
802;15;4;19970321;1533;250;1475
803;235;4;19970321;90;150;9242
804;236;4;19970321;1241;1598;18378
805;83;4;19970321;1075;431;4276
806;119;4;19970321;1509;1821;16408
807;82;4;19970321;321;380;14124
808;25;4;19970321;60;608;3957
809;138;4;19970321;1520;1738;3716
810;60;4;19970321;1895;1544;3250
811;102;4;19970321;1888;890;3736
812;30;1;19970328;1894;966;4176
813;237;1;19970328;1624;1245;10300
814;15;1;19970328;1095;1689;1058
815;15;1;19970328;334;1094;614
816;15;1;19970328;938;996;758
817;196;1;19970328;879;815;16769
818;1;1;19970328;775;1627;15462
819;37;1;19970328;1881;1193;7132
820;238;1;19970328;1418;1624;5304
821;239;1;19970328;394;1456;4230
822;240;1;19970328;790;1753;4202
823;241;1;19970328;92;241;3415
824;242;1;19970328;722;1692;5438
825;87;1;19970328;766;66;2193
826;243;1;19970328;778;742;4024
827;243;1;19970328;548;202;9832
828;244;1;19970328;1916;1484;20454
829;21;1;19970328;0;0;2204
830;62;2;19970328;694;1605;28845
831;15;2;19970328;1610;583;4061
832;245;2;19970328;1689;46;5021
833;23;3;19970328;1341;1149;6415
834;92;3;19970328;1658;373;3586
835;75;3;19970328;1169;1648;4240
836;73;3;19970328;1162;1794;2982
837;18;3;19970328;915;1045;6612
838;15;3;19970328;165;1762;522
839;14;3;19970328;929;1283;5487
840;15;3;19970328;1159;546;2621
841;246;3;19970328;1018;1448;6806
842;15;3;19970328;485;1884;1169
843;15;3;19970328;1519;1955;1037
844;50;3;19970328;1125;1350;3249
845;15;3;19970328;312;1586;1122
846;15;3;19970328;1683;455;1142
847;23;3;19970328;789;90;13231
848;44;3;19970328;1490;1449;3454
849;145;3;19970328;526;1461;11072
850;95;3;19970328;496;353;8606
851;247;3;19970328;55;1694;7949
852;248;4;19970328;1153;1523;20035
853;249;4;19970328;53;348;3577
854;101;4;19970328;195;28;4107
855;15;4;19970328;1805;255;1291
856;15;4;19970328;1816;863;1131
857;15;4;19970328;1438;1268;1514
858;25;4;19970328;1183;260;7750
859;15;4;19970328;288;1687;1923
860;15;4;19970328;1717;1304;9847
861;56;4;19970328;1216;1184;13589
862;194;4;19970328;460;1946;5819
863;250;4;19970328;1097;679;8450
864;251;4;19970328;665;843;8301
865;252;4;19970328;730;929;6082
866;253;4;19970328;124;1034;4103
867;60;4;19970328;367;369;3169
868;59;4;19970328;1004;1693;2838
869;64;1;19970404;25;176;4581
870;254;1;19970404;1690;164;8201
871;15;1;19970404;1569;1891;1201
872;15;1;19970404;887;1888;787
873;11;1;19970404;106;956;8298
874;255;1;19970404;1349;211;2621
875;35;1;19970404;13;1042;8043
876;6;1;19970404;308;1412;1730
877;256;1;19970404;345;66;12629
878;4;1;19970404;681;1937;4475
879;239;1;19970404;879;1935;10120
880;7;1;19970404;1244;1198;11205
881;67;1;19970404;722;1653;2751
882;15;1;19970404;1513;605;1969
883;257;1;19970404;22;906;3496
884;258;1;19970404;970;1115;5151
885;259;1;19970404;1955;286;21114
886;260;1;19970404;471;874;1783
887;261;2;19970404;68;138;12481
888;262;2;19970404;1500;827;3479
889;262;2;19970404;92;100;3369
890;12;2;19970404;1551;1595;10515
891;262;2;19970404;1778;1637;2123
892;262;2;19970404;1548;133;3061
893;262;2;19970404;106;1386;1854
894;22;3;19970404;673;1834;15768
895;50;3;19970404;323;779;3577
896;15;3;19970404;662;365;2568
897;91;3;19970404;1832;662;4522
898;43;3;19970404;646;1335;2459
899;22;3;19970404;1922;1813;7601
900;18;3;19970404;1011;1876;7951
901;23;3;19970404;775;1525;10400
902;15;3;19970404;531;1737;1123
903;263;3;19970404;1792;1484;6664
904;15;3;19970404;669;1665;2533
905;15;3;19970404;381;708;1185
906;15;3;19970404;61;1298;1174
907;50;3;19970404;403;1436;3188
908;48;3;19970404;1498;1995;6954
909;15;3;19970404;972;1708;1144
910;22;3;19970404;1826;759;3938
911;155;3;19970404;0;0;5332
912;264;3;19970404;973;353;6322
913;147;3;19970404;355;1966;5104
914;51;3;19970404;541;1291;7157
915;108;3;19970404;170;1726;3009
916;108;3;19970404;737;1880;7865
917;265;5;19970404;1424;1229;13723
918;266;5;19970404;1427;1152;7037
919;15;5;19970404;350;794;1126
920;15;5;19970404;1684;1312;1323
921;15;5;19970404;1749;1113;2723
922;267;5;19970404;821;718;6632
923;268;5;19970404;1066;639;9753
924;15;5;19970404;1000;998;2731
925;119;4;19970404;864;38;3407
926;15;4;19970404;1238;1286;2489
927;102;4;19970404;1871;36;4490
928;120;4;19970404;288;1551;12657
929;269;4;19970404;247;1302;8823
930;250;4;19970404;1398;1139;2929
931;193;4;19970404;166;1334;9231
932;270;4;19970404;1150;946;8311
933;271;4;19970404;1462;1710;14355
934;125;4;19970404;367;508;4906
935;272;4;19970404;1004;1240;14549
936;15;4;19970404;1765;1686;1030
937;219;4;19970404;169;885;7346
938;15;4;19970404;1214;1133;435
939;60;4;19970404;1070;1835;3322
940;17;1;19970411;221;684;4163
941;32;1;19970411;1113;1617;10333
942;15;1;19970411;1136;834;1029
943;15;1;19970411;1178;1564;863
944;145;1;19970411;364;9;5227
945;11;1;19970411;1736;1978;8550
946;2;1;19970411;1964;1400;3461
947;273;1;19970411;1538;731;3967
948;274;1;19970411;54;1649;5170
949;11;1;19970411;1391;1402;2352
950;63;1;19970411;1202;989;4893
951;31;1;19970411;860;421;8422
952;146;1;19970411;1572;1518;4821
953;260;1;19970411;906;1767;6825
954;15;1;19970411;0;0;1180
955;15;1;19970411;0;0;1100
956;15;2;19970411;1924;521;435
957;95;3;19970411;101;1270;3518
958;91;3;19970411;767;378;11317
959;48;3;19970411;1949;515;4528
960;19;3;19970411;356;1188;2393
961;21;3;19970411;167;773;8719
962;15;3;19970411;713;777;1139
963;14;3;19970411;1569;1933;4044
964;15;3;19970411;1561;448;2414
965;94;3;19970411;126;824;6796
966;15;3;19970411;1736;1584;958
967;47;3;19970411;529;1698;5802
968;50;3;19970411;1579;122;2762
969;15;3;19970411;233;507;940
970;15;3;19970411;392;335;972
971;76;3;19970411;138;983;10110
972;3;3;19970411;1486;474;13261
973;275;3;19970411;1278;1996;4862
974;5;5;19970411;1827;931;12224
975;15;5;19970411;291;1766;1344
976;15;5;19970411;562;840;1112
977;15;5;19970411;1278;56;686
978;78;5;19970411;198;1297;8114
979;15;5;19970411;163;203;443
980;15;5;19970411;481;1748;2059
981;276;5;19970411;1703;623;5932
982;114;4;19970411;1122;1310;3906
983;248;4;19970411;910;52;4560
984;138;4;19970411;1434;737;5651
985;15;4;19970411;793;1582;1969
986;15;4;19970411;17;885;1434
987;277;4;19970411;694;1664;3707
988;102;4;19970411;1701;289;14509
989;278;4;19970411;1388;1156;10023
990;164;4;19970411;434;182;2620
991;58;4;19970411;183;270;4184
992;279;4;19970411;157;1151;5214
993;280;4;19970411;1510;781;1473
994;101;4;19970411;987;796;3672
995;60;4;19970411;1835;198;3235
996;15;1;19970418;1040;225;727
997;15;1;19970418;1887;39;1138
998;90;1;19970418;501;1537;12434
999;15;1;19970418;336;693;762
1000;15;1;19970418;1338;941;1558
1001;11;1;19970418;309;64;15539
1002;32;1;19970418;335;688;3669
1003;176;1;19970418;697;586;9332
1004;15;1;19970418;197;1557;1208
1005;255;1;19970418;110;1139;2309
1006;15;1;19970418;821;596;1984
1007;62;1;19970418;742;1884;6422
1008;147;1;19970418;1532;1398;3527
1009;281;1;19970418;1138;708;7552
1010;197;1;19970418;51;1466;1745
1011;30;1;19970418;1665;703;8374
1012;282;1;19970418;1106;1139;4878
1013;10;1;19970418;1949;1530;6338
1014;87;1;19970418;1073;1400;2049
1015;283;1;19970418;539;1366;19201
1016;15;1;19970418;0;0;1122
1017;15;1;19970418;0;0;1139
1018;34;2;19970418;1287;882;12231
1019;268;2;19970418;1660;1561;7838
1020;50;3;19970418;1858;1787;11089
1021;107;3;19970418;726;1582;3318
1022;21;3;19970418;1139;1831;4389
1023;43;3;19970418;1462;972;2386
1024;91;3;19970418;1403;533;4944
1025;43;3;19970418;1385;84;3085
1026;15;3;19970418;1791;737;1143
1027;189;3;19970418;47;1306;6644
1028;15;3;19970418;1591;881;2503
1029;23;3;19970418;659;202;5979
1030;15;3;19970418;220;1156;988
1031;15;3;19970418;770;858;1093
1032;15;3;19970418;1755;15;956
1033;23;3;19970418;1044;1650;2890
1034;95;3;19970418;406;1387;9929
1035;93;3;19970418;1163;605;3713
1036;76;3;19970418;1892;541;5701
1037;21;3;19970418;1240;59;3081
1038;51;3;19970418;1537;730;4207
1039;133;5;19970418;1941;1624;3752
1040;284;5;19970418;719;4;11637
1041;285;5;19970418;356;1843;12356
1042;15;5;19970418;1233;446;517
1043;15;5;19970418;268;870;639
1044;53;5;19970418;1706;726;3917
1045;15;5;19970418;1951;162;654
1046;29;4;19970418;248;1264;9875
1047;100;4;19970418;696;564;3482
1048;15;4;19970418;370;990;1853
1049;15;4;19970418;931;1141;1277
1050;83;4;19970418;1039;1066;13830
1051;82;4;19970418;738;297;7466
1052;100;4;19970418;825;166;17234
1053;60;4;19970418;277;69;3358
1054;286;4;19970418;1751;476;6862
1055;1;1;19970425;1469;728;3845
1056;287;1;19970425;676;157;6805
1057;5;1;19970425;795;830;7720
1058;15;1;19970425;1527;1875;1552
1059;62;1;19970425;643;463;7982
1060;15;1;19970425;94;140;250
1061;256;1;19970425;1231;1612;18034
1062;84;1;19970425;866;497;3395
1063;288;1;19970425;800;225;4263
1064;289;1;19970425;294;798;3403
1065;11;1;19970425;965;935;2170
1066;290;1;19970425;161;1852;4336
1067;90;1;19970425;1456;778;3561
1068;146;1;19970425;441;948;4991
1069;291;1;19970425;4;1972;11477
1070;292;1;19970425;1536;1298;20802
1071;204;2;19970425;434;341;33680
1072;50;3;19970425;1747;1393;2949
1073;107;3;19970425;1439;366;5183
1074;71;3;19970425;816;655;3276
1075;92;3;19970425;1732;160;4832
1076;15;3;19970425;1512;449;1103
1077;15;3;19970425;583;1060;1118
1078;15;3;19970425;1947;367;2465
1079;109;3;19970425;611;379;6513
1080;15;3;19970425;421;758;968
1081;15;3;19970425;1661;1064;917
1082;15;3;19970425;588;1395;1079
1083;50;3;19970425;1908;1342;2858
1084;49;3;19970425;501;895;13030
1085;15;3;19970425;139;1597;841
1086;74;3;19970425;927;1267;10583
1087;15;3;19970425;124;1998;1740
1088;15;3;19970425;137;301;1172
1089;14;3;19970425;241;1366;8384
1090;47;3;19970425;1775;1451;7126
1091;293;3;19970425;1038;38;8483
1092;294;3;19970425;355;1758;7759
1093;52;5;19970425;1671;248;3554
1094;295;5;19970425;323;1325;19690
1095;296;5;19970425;520;112;5260
1096;78;5;19970425;955;1262;4764
1097;15;5;19970425;97;1248;675
1098;15;5;19970425;857;743;918
1099;297;5;19970425;1716;823;4610
1100;114;4;19970425;586;129;3663
1101;15;4;19970425;1932;1878;1519
1102;298;4;19970425;1864;34;10338
1103;15;4;19970425;24;589;1232
1104;25;4;19970425;1262;807;10728
1105;138;4;19970425;164;447;13679
1106;83;4;19970425;517;1106;3615
1107;250;4;19970425;1490;881;4119
1108;60;4;19970425;145;995;2849
1109;15;1;19970502;1537;828;899
1110;15;1;19970502;708;1850;5712
1111;15;1;19970502;1510;324;879
1112;287;1;19970502;1288;133;9507
1113;15;1;19970502;1951;1678;1038
1114;7;1;19970502;1130;496;10640
1115;254;1;19970502;87;883;8066
1116;140;1;19970502;1047;1132;2299
1117;1;1;19970502;832;1209;5040
1118;1;1;19970502;1083;741;5248
1119;11;1;19970502;1505;1473;2130
1120;299;1;19970502;500;456;4858
1121;300;1;19970502;222;927;4086
1122;301;1;19970502;13;1586;3695
1123;90;1;19970502;1809;1006;3574
1124;2;1;19970502;647;1754;3086
1125;141;1;19970502;1684;1217;9143
1126;84;1;19970502;383;299;2300
1127;147;1;19970502;1202;779;8820
1128;147;1;19970502;20;253;3819
1129;302;1;19970502;1480;124;22161
1130;15;1;19970502;0;0;1155
1131;15;1;19970502;0;0;1127
1132;303;2;19970502;168;1112;16930
1133;303;2;19970502;316;1272;11104
1134;47;3;19970502;312;422;3491
1135;15;3;19970502;506;1346;1793
1136;92;3;19970502;463;1305;3042
1137;22;3;19970502;640;1107;4371
1138;23;3;19970502;125;616;8859
1139;23;3;19970502;440;1568;12229
1140;15;3;19970502;366;967;1171
1141;15;3;19970502;142;1164;2433
1142;246;3;19970502;921;902;7097
1143;15;3;19970502;152;144;1044
1144;50;3;19970502;594;759;2817
1145;15;3;19970502;308;861;925
1146;15;3;19970502;114;1422;944
1147;95;3;19970502;995;523;10429
1148;47;3;19970502;863;1973;7380
1149;156;3;19970502;161;1139;3224
1150;44;3;19970502;153;30;8007
1151;93;3;19970502;29;670;8617
1152;276;5;19970502;1607;475;10300
1153;15;5;19970502;886;827;1107
1154;39;5;19970502;1773;969;3626
1155;15;5;19970502;839;356;1694
1156;15;5;19970502;295;675;607
1157;15;5;19970502;1642;986;2212
1158;304;5;19970502;1480;541;15215
1159;133;5;19970502;963;594;9985
1160;15;5;19970502;1075;5;725
1161;15;5;19970502;3;244;883
1162;15;5;19970502;517;1832;677
1163;15;5;19970502;230;103;747
1164;15;5;19970502;1940;253;824
1165;114;4;19970502;1623;665;3686
1166;137;4;19970502;1601;1970;21006
1167;15;4;19970502;1719;1733;1398
1168;15;4;19970502;833;1492;822
1169;119;4;19970502;273;525;16545
1170;195;4;19970502;515;1113;8261
1171;305;4;19970502;311;459;10055
1172;224;4;19970502;1374;467;3682
1173;25;4;19970502;1333;223;13164
1174;28;4;19970502;1851;1840;5161
1175;30;4;19970502;300;1107;5882
1176;26;4;19970502;1396;768;3164
1177;306;4;19970502;1479;1078;3231
1178;307;4;19970502;1351;1809;2628
1179;120;4;19970502;803;778;3594
1180;102;4;19970502;1190;116;3186
1181;60;4;19970502;694;384;3268
1182;308;1;19970509;303;1904;4018
1183;15;1;19970509;758;289;1099
1184;15;1;19970509;419;1801;1015
1185;15;1;19970509;1874;176;2670
1186;145;1;19970509;1294;427;12590
1187;11;1;19970509;615;761;15074
1188;196;1;19970509;1555;591;2329
1189;62;1;19970509;92;1385;2141
1190;103;1;19970509;1858;270;7369
1191;64;1;19970509;1356;1442;2279
1192;87;1;19970509;1855;1259;1893
1193;309;1;19970509;652;1131;3833
1194;310;1;19970509;1165;776;4300
1195;311;1;19970509;1010;667;4169
1196;6;1;19970509;1134;1407;1879
1197;30;1;19970509;321;1127;10797
1198;312;1;19970509;0;0;20083
1199;15;1;19970509;0;0;1192
1200;313;2;19970509;1530;782;15747
1201;176;2;19970509;119;404;8144
1202;47;3;19970509;1937;1253;3495
1203;23;3;19970509;782;1747;3033
1204;75;3;19970509;1254;1824;4489
1205;107;3;19970509;70;1812;10068
1206;15;3;19970509;966;568;1157
1207;77;3;19970509;1933;288;6963
1208;15;3;19970509;946;1148;2471
1209;15;3;19970509;1730;1278;1031
1210;15;3;19970509;1439;1987;938
1211;15;3;19970509;1007;222;1130
1212;23;3;19970509;355;1353;3015
1213;51;3;19970509;1042;1355;11584
1214;50;3;19970509;470;1143;8969
1215;314;3;19970509;1127;1915;7687
1216;15;3;19970509;800;41;883
1217;108;3;19970509;1397;333;6210
1218;52;5;19970509;322;853;3716
1219;265;5;19970509;684;1824;9547
1220;232;5;19970509;1955;915;8780
1221;15;5;19970509;395;1811;2082
1222;125;5;19970509;1023;1708;7578
1223;80;5;19970509;1815;375;7115
1224;15;5;19970509;924;16;2233
1225;15;5;19970509;1708;1845;847
1226;15;5;19970509;205;1367;693
1227;15;5;19970509;82;1046;1694
1228;15;5;19970509;904;1671;850
1229;36;4;19970509;1023;1098;3406
1230;15;4;19970509;1702;52;1462
1231;15;4;19970509;120;830;1802
1232;193;4;19970509;721;714;9864
1233;219;4;19970509;34;1077;12515
1234;60;4;19970509;1985;1427;3089
1235;15;4;19970509;1170;690;3677
1236;15;1;19970516;1175;1893;1522
1237;124;1;19970516;934;425;7748
1238;84;1;19970516;1987;1947;17045
1239;140;1;19970516;1375;810;16360
1240;87;1;19970516;1092;1053;6197
1241;89;1;19970516;1032;1467;7504
1242;34;1;19970516;1496;598;3896
1243;315;1;19970516;1215;515;5626
1244;316;1;19970516;443;1901;4010
1245;1;1;19970516;1108;1835;2052
1246;317;1;19970516;303;65;2334
1247;17;1;19970516;1089;1248;15209
1248;260;1;19970516;1004;1296;2869
1249;15;1;19970516;1711;881;21271
1250;2;1;19970516;1054;990;1936
1251;4;2;19970516;657;246;25523
1252;15;2;19970516;1049;882;2457
1253;4;2;19970516;755;697;6294
1254;91;3;19970516;28;1385;3304
1255;92;3;19970516;396;1800;4617
1256;15;3;19970516;633;673;2354
1257;23;3;19970516;715;1111;3100
1258;107;3;19970516;1878;1800;8119
1259;22;3;19970516;462;713;3568
1260;51;3;19970516;702;979;9575
1261;15;3;19970516;1716;1491;3586
1262;15;3;19970516;1685;1104;1178
1263;47;3;19970516;1369;1083;6727
1264;15;3;19970516;320;1137;2531
1265;15;3;19970516;898;455;1114
1266;15;3;19970516;678;463;1177
1267;50;3;19970516;311;455;3448
1268;15;3;19970516;492;797;1158
1269;73;3;19970516;784;680;6567
1270;108;3;19970516;1354;1827;6429
1271;15;3;19970516;1633;75;2607
1272;15;3;19970516;1379;229;5376
1273;51;3;19970516;1246;1401;6325
1274;43;3;19970516;439;1366;4398
1275;3;3;19970516;1634;794;5228
1276;108;3;19970516;143;51;2413
1277;215;3;19970516;1288;955;6380
1278;318;5;19970516;361;1383;10236
1279;39;5;19970516;853;398;3689
1280;319;5;19970516;205;1229;2792
1281;80;5;19970516;1491;1399;8603
1282;15;5;19970516;545;222;986
1283;15;5;19970516;1637;1809;883
1284;15;5;19970516;340;1497;1084
1285;15;5;19970516;1900;1396;692
1286;15;5;19970516;653;1839;1135
1287;320;5;19970516;1221;571;8069
1288;321;5;19970516;1212;1643;7795
1289;114;4;19970516;308;1010;16688
1290;83;4;19970516;632;1196;3345
1291;15;4;19970516;1316;758;1549
1292;15;4;19970516;1946;786;1293
1293;279;4;19970516;822;459;11850
1294;82;4;19970516;1019;1225;5257
1295;25;4;19970516;743;1357;4436
1296;195;4;19970516;413;823;4171
1297;60;4;19970516;102;1641;3023
1298;15;1;19970523;1936;649;1149
1299;11;1;19970523;543;754;7158
1300;322;1;19970523;1475;856;3958
1301;15;1;19970523;1116;819;889
1302;15;1;19970523;1286;1686;509
1303;90;1;19970523;177;1616;12458
1304;15;1;19970523;1464;1112;1473
1305;287;1;19970523;175;1971;17389
1306;1;1;19970523;1298;1188;6867
1307;323;1;19970523;1266;166;3572
1308;7;1;19970523;1520;965;6760
1309;30;1;19970523;831;1293;9157
1310;84;1;19970523;1182;865;2399
1311;324;1;19970523;1690;1117;4068
1312;325;1;19970523;705;924;5381
1313;326;1;19970523;1372;1133;3193
1314;1;1;19970523;1411;1585;2286
1315;17;3;19970523;1764;623;3063
1316;47;3;19970523;651;470;3314
1317;49;3;19970523;752;430;2693
1318;74;3;19970523;952;623;4788
1319;23;3;19970523;1374;1949;5443
1320;327;3;19970523;1791;1940;7145
1321;92;3;19970523;478;1260;10223
1322;15;3;19970523;1305;353;1172
1323;15;3;19970523;13;8;2467
1324;15;3;19970523;1772;807;1039
1325;14;3;19970523;1407;1848;6203
1326;15;3;19970523;792;878;1116
1327;50;3;19970523;492;933;2992
1328;15;3;19970523;224;684;962
1329;93;3;19970523;308;1758;10200
1330;15;3;19970523;159;1013;1363
1331;328;3;19970523;441;268;11079
1332;53;5;19970523;1222;1047;6474
1333;15;5;19970523;220;1249;1278
1334;15;5;19970523;1369;562;1125
1335;35;5;19970523;349;154;10957
1336;329;5;19970523;1148;897;7822
1337;36;4;19970523;1522;1832;3905
1338;81;4;19970523;474;400;17729
1339;15;4;19970523;1892;262;1589
1340;15;4;19970523;1435;1255;1952
1341;117;4;19970523;743;289;11970
1342;219;4;19970523;1313;1739;12749
1343;60;4;19970523;1980;874;3273
1344;15;4;19970523;1054;328;2249
1345;330;4;19970523;1350;1095;2958
1346;120;4;19970523;99;1094;3984
1347;64;1;19970530;26;284;6590
1348;180;1;19970530;490;192;1138
1349;95;1;19970530;1161;1066;4258
1350;15;1;19970530;1757;1461;1029
1351;15;1;19970530;1052;1843;898
1352;15;1;19970530;1362;893;986
1353;331;1;19970530;782;302;6608
1354;1;1;19970530;1020;1596;3969
1355;87;1;19970530;1247;215;7048
1356;7;1;19970530;605;1503;7602
1357;260;1;19970530;1510;661;6654
1358;287;1;19970530;562;391;3631
1359;332;1;19970530;300;1894;5030
1360;1;1;19970530;1544;567;2896
1361;333;1;19970530;639;626;4020
1362;4;1;19970530;965;53;7269
1363;61;1;19970530;959;1445;1970
1364;17;1;19970530;28;225;2167
1365;30;1;19970530;185;923;3523
1366;334;1;19970530;0;0;1125
1367;335;2;19970530;396;991;28792
1368;35;2;19970530;810;1114;4896
1369;20;3;19970530;221;736;3358
1370;107;3;19970530;563;1909;2476
1371;44;3;19970530;850;1626;3129
1372;19;3;19970530;1702;367;4463
1373;336;3;19970530;1915;1208;9369
1374;15;3;19970530;539;711;1168
1375;15;3;19970530;1195;18;2493
1376;246;3;19970530;1006;373;6846
1377;23;3;19970530;450;1117;3016
1378;43;3;19970530;991;1027;6111
1379;15;3;19970530;392;73;1162
1380;14;3;19970530;1672;1339;9414
1381;51;3;19970530;750;617;9482
1382;75;3;19970530;1648;704;6748
1383;92;3;19970530;390;673;5354
1384;15;3;19970530;1411;674;1388
1385;127;5;19970530;1077;776;3464
1386;15;5;19970530;646;134;1929
1387;15;5;19970530;137;1298;664
1388;337;5;19970530;639;340;9442
1389;15;5;19970530;486;679;1931
1390;15;5;19970530;1262;1463;1484
1391;15;5;19970530;657;16;802
1392;15;5;19970530;894;473;875
1393;338;5;19970530;427;626;9893
1394;15;5;19970530;1962;1284;3306
